code;label;parent
F01.130;"Démence vasculaire par infarctus multiples - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""légère\""";F01.13
F01.131;"Démence vasculaire par infarctus multiples - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""moyenne\""";F01.13
F01.132;"Démence vasculaire par infarctus multiples - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""sévère\""";F01.13
F01.14;"Démence vasculaire par infarctus multiples - \"" avec d’autres symptômes, mixtes \""";F01.1
F01.140;"Démence vasculaire par infarctus multiples - \""avec d’autres symptômes, mixtes\"" - \""légère\""";F01.14
F01.141;"Démence vasculaire par infarctus multiples - \""avec d’autres symptômes, mixtes\"" - \""moyenne\""";F01.14
F01.142;"Démence vasculaire par infarctus multiples - \""avec d’autres symptômes, mixtes\"" - \""sévère\""";F01.14
F01.2;Démence vasculaire souscorticale;F01
F01.20;"Démence vasculaire souscorticale - \"" sans symptôme supplémentaire \""";F01.2
F01.200;"Démence vasculaire souscorticale - \""sans symptôme supplémentaire\"" - \""légère\""";F01.20
F01.201;"Démence vasculaire souscorticale - \""sans symptôme supplémentaire\"" - \""moyenne\""";F01.20
F01.202;"Démence vasculaire souscorticale - \""sans symptôme supplémentaire\"" - \""sévère\""";F01.20
F01.21;"Démence vasculaire souscorticale - \"" avec d’autres symptômes, essentiellement délirants \""";F01.2
F01.210;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement délirants\"" - \""légère\""";F01.21
F01.211;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement délirants\"" - \""moyenne\""";F01.21
F01.212;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement délirants\"" - \""sévère\""";F01.21
F01.22;"Démence vasculaire souscorticale - \"" avec d’autres symptômes, essentiellement hallucinatoires \""";F01.2
F01.220;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""légère\""";F01.22
F01.221;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""moyenne\""";F01.22
F01.222;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""sévère\""";F01.22
F01.23;"Démence vasculaire souscorticale - \"" avec d’autres symptômes, essentiellement dépressifs \""";F01.2
F01.230;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""légère\""";F01.23
F01.231;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""moyenne\""";F01.23
F01.232;"Démence vasculaire souscorticale - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""sévère\""";F01.23
F01.24;"Démence vasculaire souscorticale - \"" avec d’autres symptômes, mixtes \""";F01.2
F01.240;"Démence vasculaire souscorticale - \""avec d’autres symptômes, mixtes\"" - \""légère\""";F01.24
F01.241;"Démence vasculaire souscorticale - \""avec d’autres symptômes, mixtes\"" - \""moyenne\""";F01.24
F01.242;"Démence vasculaire souscorticale - \""avec d’autres symptômes, mixtes\"" - \""sévère\""";F01.24
F01.3;Démence vasculaire mixte, corticale et souscorticale;F01
F01.30;"Démence vasculaire mixte, corticale et souscorticale - \"" sans symptôme supplémentaire \""";F01.3
F01.300;"Démence vasculaire mixte, corticale et souscorticale - \""sans symptôme supplémentaire\"" - \""légère\""";F01.30
F01.301;"Démence vasculaire mixte, corticale et souscorticale - \""sans symptôme supplémentaire\"" - \""moyenne\""";F01.30
F01.302;"Démence vasculaire mixte, corticale et souscorticale - \""sans symptôme supplémentaire\"" - \""sévère\""";F01.30
F01.31;"Démence vasculaire mixte, corticale et souscorticale - \"" avec d’autres symptômes, essentiellement délirants \""";F01.3
F01.310;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement délirants\"" - \""légère\""";F01.31
F01.311;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement délirants\"" - \""moyenne\""";F01.31
F01.312;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement délirants\"" - \""sévère\""";F01.31
F01.32;"Démence vasculaire mixte, corticale et souscorticale - \"" avec d’autres symptômes, essentiellement hallucinatoires \""";F01.3
F01.320;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""légère\""";F01.32
F01.321;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""moyenne\""";F01.32
F01.322;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""sévère\""";F01.32
F01.33;"Démence vasculaire mixte, corticale et souscorticale - \"" avec d’autres symptômes, essentiellement dépressifs \""";F01.3
F01.330;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""légère\""";F01.33
F01.331;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""moyenne\""";F01.33
F01.332;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""sévère\""";F01.33
F01.34;"Démence vasculaire mixte, corticale et souscorticale - \"" avec d’autres symptômes, mixtes \""";F01.3
F01.340;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, mixtes\"" - \""légère\""";F01.34
F01.341;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, mixtes\"" - \""moyenne\""";F01.34
F01.342;"Démence vasculaire mixte, corticale et souscorticale - \""avec d’autres symptômes, mixtes\"" - \""sévère\""";F01.34
F01.8;Autres formes de démence vasculaire;F01
F01.80;"Autres formes de démence vasculaire - \"" sans symptôme supplémentaire \""";F01.8
F01.800;"Autres formes de démence vasculaire - \""sans symptôme supplémentaire\"" - \""légère\""";F01.80
F01.801;"Autres formes de démence vasculaire - \""sans symptôme supplémentaire\"" - \""moyenne\""";F01.80
F01.802;"Autres formes de démence vasculaire - \""sans symptôme supplémentaire\"" - \""sévère\""";F01.80
F01.81;"Autres formes de démence vasculaire - \"" avec d’autres symptômes, essentiellement délirants \""";F01.8
F01.810;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement délirants\"" - \""légère\""";F01.81
F01.811;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement délirants\"" - \""moyenne\""";F01.81
F01.812;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement délirants\"" - \""sévère\""";F01.81
F01.82;"Autres formes de démence vasculaire - \"" avec d’autres symptômes, essentiellement hallucinatoires \""";F01.8
F01.820;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""légère\""";F01.82
F01.821;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""moyenne\""";F01.82
F01.822;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""sévère\""";F01.82
F01.83;"Autres formes de démence vasculaire - \"" avec d’autres symptômes, essentiellement dépressifs \""";F01.8
F01.830;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""légère\""";F01.83
F01.831;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""moyenne\""";F01.83
F01.832;"Autres formes de démence vasculaire - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""sévère\""";F01.83
F01.84;"Autres formes de démence vasculaire - \"" avec d’autres symptômes, mixtes \""";F01.8
F01.840;"Autres formes de démence vasculaire - \""avec d’autres symptômes, mixtes\"" - \""légère\""";F01.84
F01.841;"Autres formes de démence vasculaire - \""avec d’autres symptômes, mixtes\"" - \""moyenne\""";F01.84
F01.842;"Autres formes de démence vasculaire - \""avec d’autres symptômes, mixtes\"" - \""sévère\""";F01.84
F01.9;Démence vasculaire, sans précision;F01
F01.90;"Démence vasculaire, sans précision - \"" sans symptôme supplémentaire \""";F01.9
F01.900;"Démence vasculaire, sans précision - \""sans symptôme supplémentaire\"" - \""légère\""";F01.90
F01.901;"Démence vasculaire, sans précision - \""sans symptôme supplémentaire\"" - \""moyenne\""";F01.90
F01.902;"Démence vasculaire, sans précision - \""sans symptôme supplémentaire\"" - \""sévère\""";F01.90
F01.91;"Démence vasculaire, sans précision - \"" avec d’autres symptômes, essentiellement délirants \""";F01.9
F01.910;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement délirants\"" - \""légère\""";F01.91
F01.911;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement délirants\"" - \""moyenne\""";F01.91
F01.912;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement délirants\"" - \""sévère\""";F01.91
F01.92;"Démence vasculaire, sans précision - \"" avec d’autres symptômes, essentiellement hallucinatoires \""";F01.9
F01.920;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""légère\""";F01.92
F01.921;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""moyenne\""";F01.92
F01.922;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""sévère\""";F01.92
F01.93;"Démence vasculaire, sans précision - \"" avec d’autres symptômes, essentiellement dépressifs \""";F01.9
F01.930;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""légère\""";F01.93
F01.931;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""moyenne\""";F01.93
F01.932;"Démence vasculaire, sans précision - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""sévère\""";F01.93
F01.94;"Démence vasculaire, sans précision - \"" avec d’autres symptômes, mixtes \""";F01.9
F01.940;"Démence vasculaire, sans précision - \""avec d’autres symptômes, mixtes\"" - \""légère\""";F01.94
F01.941;"Démence vasculaire, sans précision - \""avec d’autres symptômes, mixtes\"" - \""moyenne\""";F01.94
F01.942;"Démence vasculaire, sans précision - \""avec d’autres symptômes, mixtes\"" - \""sévère\""";F01.94
F02;Démence au cours d'autres maladies classées ailleurs;F00-F09
F02.0;Démence de la maladie de Pick;F02
F02.00;"Démence de la maladie de Pick [G31.0]   - \"" sans symptôme supplémentaire \""";F02.0
F02.000;"Démence de la maladie de Pick [G31.0]   - \""sans symptôme supplémentaire\"" - \""légère\""";F02.00
F02.001;"Démence de la maladie de Pick [G31.0]   - \""sans symptôme supplémentaire\"" - \""moyenne\""";F02.00
F02.002;"Démence de la maladie de Pick [G31.0]   - \""sans symptôme supplémentaire\"" - \""sévère\""";F02.00
F02.01;"Démence de la maladie de Pick [G31.0]   - \"" avec d’autres symptômes, essentiellement délirants \""";F02.0
F02.010;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement délirants\"" - \""légère\""";F02.01
F02.011;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement délirants\"" - \""moyenne\""";F02.01
F02.012;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement délirants\"" - \""sévère\""";F02.01
F02.02;"Démence de la maladie de Pick [G31.0]   - \"" avec d’autres symptômes, essentiellement hallucinatoires \""";F02.0
F02.020;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""légère\""";F02.02
F02.021;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""moyenne\""";F02.02
F02.022;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""sévère\""";F02.02
F02.03;"Démence de la maladie de Pick [G31.0]   - \"" avec d’autres symptômes, essentiellement dépressifs \""";F02.0
F02.030;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""légère\""";F02.03
F02.031;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""moyenne\""";F02.03
F02.032;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, essentiellement dépressifs\"" - \""sévère\""";F02.03
F02.04;"Démence de la maladie de Pick [G31.0]   - \"" avec d’autres symptômes, mixtes \""";F02.0
F02.040;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, mixtes\"" - \""légère\""";F02.04
F02.041;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, mixtes\"" - \""moyenne\""";F02.04
F02.042;"Démence de la maladie de Pick [G31.0]   - \""avec d’autres symptômes, mixtes\"" - \""sévère\""";F02.04
F02.1;Démence de la maladie de Creutzfeldt–Jakob;F02
F02.10;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \"" sans symptôme supplémentaire \""";F02.1
F02.100;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""sans symptôme supplémentaire\"" - \""légère\""";F02.10
F02.101;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""sans symptôme supplémentaire\"" - \""moyenne\""";F02.10
F02.102;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""sans symptôme supplémentaire\"" - \""sévère\""";F02.10
F02.11;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \"" avec d’autres symptômes, essentiellement délirants \""";F02.1
F02.110;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""avec d’autres symptômes, essentiellement délirants\"" - \""légère\""";F02.11
F02.111;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""avec d’autres symptômes, essentiellement délirants\"" - \""moyenne\""";F02.11
F02.112;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""avec d’autres symptômes, essentiellement délirants\"" - \""sévère\""";F02.11
F02.12;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \"" avec d’autres symptômes, essentiellement hallucinatoires \""";F02.1
F02.120;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""légère\""";F02.12
F02.121;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""moyenne\""";F02.12
F02.122;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \""avec d’autres symptômes, essentiellement hallucinatoires\"" - \""sévère\""";F02.12
F02.13;"Démence de la maladie de Creutzfeldt–Jakob [A81.0]   - \"" avec d’autres symptômes, essentiellement dépressifs \""";F02.1
